,year,regional_schlüssel,Aus15,Aus16,Aus17,Aus18,Aus19,Aus20,Aus21,Aus22,Aus23,Aus24,Aus25,Aus26,Aus27,Aus28,Aus29,Aus30,Aus31,Aus32,Aus33,Aus34,Aus35,Aus36,Aus37,Aus38,Aus39,Aus40,Aus41,Aus42,Aus43,Aus44,Aus45,Aus46,Aus47,Aus48,Aus49,Aus50,Ausuknwn,Deu15,Deu16,Deu17,Deu18,Deu19,Deu20,Deu21,Deu22,Deu23,Deu24,Deu25,Deu26,Deu27,Deu28,Deu29,Deu30,Deu31,Deu32,Deu33,Deu34,Deu35,Deu36,Deu37,Deu38,Deu39,Deu40,Deu41,Deu42,Deu43,Deu44,Deu45,Deu46,Deu47,Deu48,Deu49,Deu50,Deuuknwn,Austotal,Deutotal,Deu15_20,Aus15_20,Deu21_25,Aus21_25,Deu26_30,Aus26_30,Deu31_35,Aus31_35,Deu36_40,Aus36_40,Deu41_45,Aus41_45,Deu46_50,Aus46_50
5287,2013,5154056,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,2,2,1,4,6,1,5,5,5,5,4,2,1,0,0,1,0,0,0,0,0,0,0,1,1,3,3,0,3,61,0,3,2,10,0,17,1,21,0,2,0,0,0,8
5288,2013,5154060,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,2,6,3,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,5,34,0,1,2,2,3,12,0,14,0,0,0,0,0,5
5289,2013,5154064,0,0,0,0,1,1,0,1,0,0,1,1,2,1,2,3,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,2,4,0,8,1,2,5,10,6,5,4,2,8,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,19,70,2,4,2,9,9,26,4,25,1,2,0,0,1,4
5290,2013,5158004,0,0,0,0,2,2,1,2,1,6,4,4,7,8,3,3,4,5,7,5,5,0,0,2,2,0,0,0,0,0,0,0,4,0,3,1,0,0,0,3,0,1,7,5,3,8,8,6,11,13,16,16,24,33,16,14,21,15,5,2,7,4,1,1,0,0,0,0,0,11,9,6,2,0,81,268,4,11,14,30,25,80,26,99,4,19,0,1,8,28
5291,2013,5158008,0,0,0,2,2,0,2,1,3,2,2,0,2,3,0,0,2,3,3,1,6,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,2,2,1,2,3,3,7,9,5,9,13,14,19,19,10,26,5,3,3,4,3,1,2,1,0,0,0,0,13,12,10,6,0,40,207,4,4,10,16,5,50,15,79,0,14,0,3,6,41
5292,2013,5158012,0,0,0,0,2,0,1,1,1,0,1,4,3,0,7,4,5,2,2,0,3,0,0,3,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,1,0,1,1,2,7,5,8,11,4,8,5,10,18,10,12,9,0,0,7,1,0,0,0,0,0,0,0,4,8,5,0,0,43,138,2,2,4,16,18,36,12,59,3,8,0,0,4,17
5293,2013,5158016,0,0,0,0,1,1,2,3,2,2,6,8,3,5,4,11,3,2,6,6,3,0,0,1,1,0,0,0,0,0,0,0,4,5,1,3,0,0,1,0,1,6,5,5,3,7,15,14,14,13,25,21,25,27,27,24,24,16,2,0,4,2,1,0,0,0,0,0,0,20,11,18,12,0,83,343,2,13,15,44,31,98,20,118,2,9,0,0,13,61
5294,2013,5158020,0,0,0,0,0,1,1,1,2,3,3,5,4,4,5,6,7,9,5,3,4,0,1,1,0,0,0,0,0,0,0,0,5,4,1,1,0,0,1,0,2,3,2,3,4,10,10,12,17,18,22,22,24,25,25,30,32,22,1,3,6,6,1,0,0,0,0,0,0,25,9,10,14,0,76,359,1,8,10,39,24,103,28,134,2,17,0,0,11,58
5295,2013,5158024,0,0,0,0,0,1,2,3,0,5,3,3,2,3,3,1,0,2,5,2,4,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,1,1,0,1,4,1,4,8,7,10,12,15,14,21,17,14,11,10,12,9,3,1,6,3,0,0,0,0,0,0,0,11,7,13,6,0,47,222,1,7,13,30,12,79,13,56,0,13,0,0,8,37
5296,2013,5158026,0,0,2,1,1,3,1,4,2,4,5,3,4,5,2,6,9,4,3,6,2,0,1,3,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,2,4,3,3,6,8,10,9,10,15,12,19,12,18,17,15,27,13,8,1,3,2,5,0,0,0,0,0,0,0,11,10,8,6,0,80,257,7,12,16,43,20,76,24,80,4,11,0,0,9,35
5297,2013,5158028,0,0,1,0,2,4,1,5,3,7,6,3,8,11,7,9,11,8,12,8,4,1,0,3,0,2,0,0,0,0,0,0,10,6,5,7,0,0,0,0,1,6,2,9,7,13,14,14,20,22,28,40,35,50,41,40,43,32,4,3,13,6,1,1,0,0,0,2,1,33,17,27,9,0,144,534,7,9,22,57,38,145,43,206,6,27,0,3,28,87
5298,2013,5158032,0,0,1,0,2,2,3,10,6,2,13,7,9,14,8,9,6,7,7,9,4,0,1,1,2,0,0,0,0,0,0,0,5,5,3,5,0,0,0,3,5,5,9,9,10,12,20,21,28,40,32,22,27,32,39,36,26,27,2,1,4,8,2,0,1,0,0,0,0,17,14,9,12,0,141,473,5,22,34,72,47,149,33,160,4,17,0,1,18,52
5299,2013,5158036,0,0,0,0,0,2,0,1,0,1,1,2,0,1,2,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,5,1,5,5,4,10,6,8,12,6,9,17,6,3,9,1,0,2,0,1,0,0,0,0,0,0,6,5,1,4,0,17,133,2,7,3,20,6,42,3,44,2,4,0,0,1,16
5300,2013,5162004,0,0,1,0,3,0,2,3,4,5,4,7,3,4,3,1,3,7,9,4,6,0,0,1,0,0,0,0,0,0,0,0,2,4,1,7,0,0,0,1,1,4,2,8,8,14,15,14,13,22,20,23,36,32,32,31,29,16,1,1,4,5,0,0,0,0,0,0,0,16,13,12,12,0,84,385,4,8,18,59,18,114,29,140,1,11,0,0,14,53
5301,2013,5162008,0,0,1,1,1,3,0,1,7,5,4,6,5,1,5,6,13,2,8,3,4,0,0,0,0,1,0,0,0,0,0,0,4,2,2,1,0,1,0,1,4,4,6,7,9,9,14,21,19,19,24,25,27,31,29,26,28,28,3,3,7,3,2,1,1,0,0,0,0,13,9,8,6,0,86,388,6,16,17,60,23,114,30,142,1,18,0,2,9,36
5302,2013,5162012,0,0,0,0,0,0,0,0,2,1,1,1,0,2,0,0,0,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,3,2,3,6,9,5,11,8,14,20,8,9,10,8,1,1,2,3,0,0,0,0,0,0,0,7,4,1,3,0,18,141,0,2,4,15,3,47,6,55,1,7,1,0,3,15
5303,2013,5162016,0,0,0,0,0,0,0,0,2,2,0,2,1,1,4,5,3,5,4,6,4,0,0,1,0,0,1,0,0,0,0,0,4,1,4,1,0,0,0,0,0,2,0,2,3,0,11,3,8,10,15,12,19,20,17,27,15,17,4,0,6,4,1,2,0,0,0,0,0,24,17,8,9,0,51,256,0,2,4,19,13,64,22,96,1,15,1,2,10,58
5304,2013,5162020,0,0,0,1,0,0,0,1,2,0,0,1,0,1,1,5,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,110,0,1,1,0,1,0,2,1,5,8,4,10,5,13,14,22,17,16,20,14,2,0,4,1,1,0,0,0,0,0,0,6,12,17,4,0,20,311,1,113,3,16,8,46,4,89,1,8,0,0,3,39
5305,2013,5162022,0,0,0,0,1,2,0,1,2,5,0,2,5,4,8,6,8,6,8,6,5,1,1,3,0,0,0,0,0,0,0,0,5,4,2,4,0,0,0,0,2,2,2,1,6,5,4,5,5,13,7,14,17,20,28,27,19,22,5,2,6,7,2,0,0,0,0,0,1,30,21,10,14,0,89,297,3,6,8,21,25,56,33,116,5,22,0,0,15,76
5306,2013,5162024,0,0,1,0,2,5,13,14,8,13,15,22,20,19,20,21,24,27,24,19,15,2,6,5,5,1,0,0,0,0,0,0,15,14,8,8,0,0,3,6,9,15,13,18,29,40,39,52,57,62,60,68,54,85,85,80,53,58,8,4,25,17,2,0,1,0,0,0,0,40,50,44,25,0,346,1102,8,46,63,178,102,301,109,361,19,56,0,1,45,159
5307,2013,5162028,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,4,1,1,0,4,5,11,10,9,8,9,6,4,5,1,0,1,1,0,0,0,0,0,0,0,5,3,4,1,0,9,97,0,3,0,7,4,39,3,32,0,3,0,0,2,13
5308,2013,5166004,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,3,2,1,3,7,0,6,5,6,8,5,7,4,7,11,0,1,2,1,0,0,0,0,0,0,0,2,2,1,1,0,14,93,0,8,3,16,6,25,3,34,0,4,1,0,1,6
5309,2013,5166008,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,4,6,15,5,5,5,8,5,4,5,0,0,1,0,0,0,0,0,0,0,0,4,1,2,2,0,9,79,3,2,1,5,2,35,3,27,0,1,0,0,0,9
5310,2013,5166012,0,0,0,0,0,0,0,0,1,2,2,0,2,3,0,2,6,0,4,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,4,5,3,7,6,6,8,10,7,11,8,23,15,19,13,18,2,1,3,1,0,0,0,0,0,0,0,13,10,2,9,0,31,208,0,8,5,27,7,44,13,88,3,7,1,0,2,34
5311,2013,5166016,0,0,0,0,2,1,0,4,1,4,2,1,7,10,6,6,4,5,6,1,4,0,0,0,1,0,0,0,0,0,0,0,3,3,3,0,0,1,3,1,4,3,4,6,5,9,7,9,13,14,19,15,11,21,21,9,20,9,0,1,5,5,0,0,0,0,0,0,0,8,8,8,6,0,74,245,3,16,11,36,30,72,20,80,1,11,0,0,9,30
5312,2013,5166020,0,0,0,1,0,0,2,0,0,1,1,1,1,1,1,1,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,3,3,1,3,4,7,1,7,2,4,5,6,5,0,0,0,0,0,0,0,0,0,0,0,2,5,2,4,0,18,67,1,2,4,8,5,22,6,22,1,0,0,0,1,13
5313,2013,5166024,0,0,0,0,0,1,0,0,0,3,1,0,2,0,1,0,0,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,0,1,4,6,3,4,5,3,3,7,6,17,11,10,7,5,5,1,1,2,2,0,0,0,0,0,0,0,5,2,1,2,0,19,117,1,5,4,22,3,36,7,38,1,6,0,0,3,10
5314,2013,5166028,0,0,0,0,1,1,0,1,1,2,1,0,1,2,4,1,1,3,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,3,5,1,0,1,6,5,8,14,16,9,6,20,19,8,8,13,2,0,2,0,0,1,0,0,0,0,0,12,9,4,3,0,28,181,2,14,5,13,8,53,11,68,1,4,0,1,1,28
5315,2013,5166032,0,0,1,1,2,4,3,2,1,5,7,8,3,4,6,3,5,4,4,3,4,3,2,0,0,1,0,0,0,0,0,0,8,3,3,1,0,1,0,3,6,8,9,9,12,18,14,14,14,24,27,28,23,36,36,31,23,21,4,1,14,1,0,1,0,0,0,0,0,18,8,10,7,0,91,421,8,27,18,67,24,116,20,147,6,20,0,1,15,43
5316,2013,5166036,0,0,0,0,2,0,1,1,2,3,3,3,2,1,6,3,4,3,2,2,2,1,0,0,1,0,0,0,0,0,0,0,4,3,3,4,0,110,0,0,1,2,0,2,6,2,2,13,12,15,18,16,28,27,24,22,26,22,8,0,12,3,1,0,0,0,0,0,0,23,13,15,5,0,56,428,2,113,10,25,15,89,13,121,2,24,0,0,14,56
5317,2013,5170004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2,3,5,7,6,3,10,5,3,4,9,0,0,3,2,0,0,0,0,0,0,0,4,6,2,0,0,4,78,0,1,0,5,0,24,3,31,0,5,0,0,1,12
5318,2013,5170008,0,1,0,1,2,2,7,1,3,2,8,8,4,5,7,3,4,2,8,5,4,0,0,2,1,0,1,0,0,0,0,0,4,7,0,1,0,0,0,0,1,3,8,4,10,14,9,30,17,25,31,33,33,31,32,29,24,22,3,2,7,5,1,0,0,0,0,0,0,25,14,5,8,0,93,426,6,12,21,67,27,139,23,138,3,18,1,0,12,52
5319,2013,5170012,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,4,5,13,10,9,14,12,21,14,25,22,10,14,1,0,3,0,2,0,0,0,0,0,0,7,4,6,2,0,8,205,0,4,1,25,2,66,5,85,0,6,0,0,0,19
5320,2013,5170016,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,2,5,5,8,8,11,7,6,9,5,4,0,1,2,1,0,0,0,0,0,0,0,5,1,6,2,0,4,93,1,1,0,6,1,37,1,31,1,4,0,0,0,14
5321,2013,5170020,0,0,0,0,0,0,1,1,1,5,6,5,4,4,4,2,5,7,3,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,5,3,3,6,9,7,9,13,16,18,8,10,8,17,14,9,10,10,2,0,3,2,1,1,1,0,0,0,0,5,8,4,2,0,57,207,0,14,14,44,19,60,19,60,2,8,0,2,3,19
5322,2013,5170024,1,0,0,1,6,3,5,4,12,7,11,10,12,19,7,6,8,8,8,7,7,0,0,2,0,0,0,0,0,0,0,0,6,2,1,4,0,1,1,2,2,7,7,7,16,19,21,28,23,39,44,50,39,54,52,40,46,34,4,1,10,6,0,0,0,0,0,1,0,21,15,18,6,0,157,614,11,20,39,91,54,195,38,226,2,21,0,1,13,60
5323,2013,5170028,0,0,1,0,0,3,0,1,3,3,2,1,2,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,4,2,3,3,9,9,14,13,17,11,19,13,18,7,8,2,1,4,3,0,1,0,0,0,0,0,9,3,6,3,0,25,187,4,5,9,21,8,64,3,65,0,10,0,1,1,21
5324,2013,5170032,0,0,0,0,1,0,0,0,2,1,0,1,3,2,0,1,2,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,5,0,1,9,5,4,9,11,14,11,12,11,21,11,13,8,2,0,3,7,0,0,0,0,0,0,0,7,4,10,8,0,21,190,1,9,3,19,7,57,7,64,1,12,0,0,2,29
5325,2013,5170036,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,3,3,7,3,6,6,5,8,3,7,3,0,0,7,0,0,0,0,0,0,0,0,5,4,2,1,0,4,82,2,3,0,9,1,25,0,26,1,7,0,0,0,12
5326,2013,5170040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,3,2,5,2,2,6,2,3,3,0,0,1,0,0,0,0,0,0,0,0,4,1,2,0,0,2,43,0,0,0,5,0,14,2,16,0,1,0,0,0,7
5327,2013,5170044,0,0,0,0,0,0,1,0,1,2,3,2,2,2,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,5,1,1,4,5,8,2,14,6,15,15,16,21,28,19,19,13,9,0,1,6,2,0,0,0,0,0,0,0,6,9,1,5,0,22,234,0,10,7,33,7,73,5,88,0,9,0,0,3,21
5328,2013,5170048,0,0,1,1,2,2,0,1,4,3,5,6,6,4,7,5,3,3,3,1,7,0,1,1,0,0,0,1,0,0,0,0,5,5,2,0,0,110,1,2,4,6,11,13,17,16,20,18,26,16,23,23,23,21,35,20,23,20,1,1,6,2,0,0,0,0,0,0,0,15,10,4,12,0,79,499,6,134,13,84,28,111,17,119,2,10,1,0,12,41
5329,2013,5170052,0,0,0,0,0,0,0,0,2,2,0,3,2,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,1,1,4,7,3,6,4,7,7,13,8,5,10,9,0,0,2,2,0,1,0,0,0,0,1,3,3,3,4,0,14,114,0,8,4,15,6,27,4,45,0,4,0,1,0,14
5330,2013,5313000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5331,2013,5314000,0,0,0,3,5,9,19,21,26,27,32,39,45,50,42,59,54,48,55,52,41,8,5,15,8,0,0,0,1,0,0,0,34,29,27,22,0,1,4,2,7,21,34,24,39,46,56,61,80,81,95,130,172,175,201,183,165,162,32,13,67,36,11,2,7,0,0,0,0,161,138,97,67,0,776,2370,17,69,125,226,235,558,250,886,36,159,1,9,112,463
5332,2013,5315000,110,5,10,21,29,52,72,89,89,131,139,170,137,179,176,201,189,215,181,178,149,25,14,52,36,10,5,3,2,1,1,0,133,120,93,67,0,114,11,23,38,51,56,90,111,176,166,228,238,268,322,408,458,571,597,612,569,597,63,40,191,109,20,4,10,0,2,1,0,483,375,332,223,0,3084,7557,227,293,520,771,863,1694,912,2946,137,423,12,17,413,1413
5333,2013,5316000,0,0,1,0,6,3,10,8,15,15,17,21,22,25,32,30,28,16,30,22,18,0,1,3,8,0,0,0,1,0,0,0,18,26,5,9,0,3,0,1,11,12,19,22,25,31,45,45,43,58,57,77,78,82,72,74,73,42,10,6,14,8,3,0,0,0,0,0,1,42,49,26,18,0,390,1047,10,46,65,168,130,313,114,343,12,41,1,0,58,136
5334,2013,5334002,1,2,2,3,5,8,9,9,12,18,19,27,24,36,47,49,51,32,38,30,32,4,4,6,6,2,0,0,0,2,0,1,19,21,11,13,0,110,3,7,6,9,24,25,28,35,44,59,75,52,88,105,111,129,112,126,99,98,18,6,27,32,10,1,3,1,0,0,1,59,54,48,35,0,543,1640,21,159,67,191,183,431,183,564,22,93,2,5,65,197
5335,2013,5334004,0,0,0,1,1,2,2,3,4,5,0,7,6,1,4,7,4,6,5,4,4,1,1,0,1,0,0,0,0,0,0,0,3,6,2,1,0,0,1,1,0,8,5,14,8,9,9,24,13,14,22,17,25,20,17,12,15,12,1,0,7,0,1,0,0,0,0,0,0,9,9,6,4,0,81,283,4,15,14,64,25,91,23,76,3,9,0,0,12,28
5336,2013,5334008,0,1,0,0,0,1,1,1,1,2,3,5,3,0,4,3,4,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,3,1,1,4,6,7,4,5,4,10,8,20,11,13,14,16,14,7,5,2,0,1,3,0,0,0,0,0,0,0,6,8,4,4,0,42,181,2,9,8,26,15,62,10,56,2,6,0,0,5,22
5337,2013,5334012,0,0,0,0,2,4,4,3,5,0,8,5,9,4,7,8,5,6,4,5,5,1,0,0,1,0,0,0,0,0,0,0,4,0,1,3,0,0,2,2,1,10,4,11,8,19,8,16,25,24,12,20,31,30,24,32,21,20,1,1,4,2,0,0,0,0,0,0,0,13,14,14,7,0,94,376,6,19,20,62,33,112,25,127,2,8,0,0,8,48
5338,2013,5334016,0,0,0,1,2,2,0,2,2,3,3,5,3,5,8,6,6,4,3,8,3,0,0,5,1,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,3,4,8,8,3,8,13,12,13,17,17,21,22,29,30,26,13,15,1,1,5,0,1,2,0,0,0,0,0,13,3,1,5,0,76,298,5,19,10,44,27,90,24,113,6,8,0,2,4,22
5339,2013,5334020,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,0,3,4,0,1,5,1,4,2,6,3,5,3,0,0,0,1,0,0,0,0,0,0,0,3,6,0,3,0,7,55,0,1,0,11,3,11,1,19,1,1,0,0,2,12
5340,2013,5334024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,4,1,3,2,4,2,5,1,3,0,0,0,0,0,0,0,0,0,0,0,7,5,2,1,0,3,46,0,2,0,2,2,12,0,15,0,0,0,0,1,15
5341,2013,5334028,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,1,1,2,0,6,4,8,2,3,9,11,11,6,4,3,0,0,2,0,0,0,0,0,0,0,0,5,5,6,7,0,7,102,0,6,3,10,2,26,1,35,0,2,0,0,1,23
5342,2013,5334032,0,0,2,0,1,2,0,5,3,4,5,3,6,6,3,16,5,4,8,3,1,1,0,2,1,0,0,0,2,0,0,0,4,3,4,3,0,110,1,2,6,8,6,3,15,14,9,18,21,22,23,25,18,17,28,26,12,18,5,0,2,3,0,0,0,0,0,0,0,15,11,7,6,0,97,451,5,133,17,59,34,109,21,101,4,10,2,0,14,39
5343,2013,5334036,0,0,0,0,0,3,1,5,1,1,4,3,3,1,4,2,4,6,4,4,4,0,0,0,0,2,0,1,0,0,0,0,2,3,3,1,0,0,0,1,0,4,1,5,4,9,9,8,11,17,15,14,24,22,19,20,18,13,4,1,2,1,1,0,0,1,0,0,0,16,7,7,4,0,62,258,3,6,12,35,13,81,22,92,2,9,1,1,9,34
5344,2013,5354004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5345,2013,5354008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5346,2013,5354012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5347,2013,5354016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5348,2013,5354020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5349,2013,5354024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350,2013,5354028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5351,2013,5354032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5352,2013,5354036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5353,2013,5358004,0,0,0,0,0,1,1,1,0,1,0,3,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,2,1,2,4,1,4,4,2,6,5,5,6,8,10,6,4,6,9,1,0,0,1,1,0,0,0,0,0,0,5,4,1,0,0,18,98,1,5,3,15,4,30,5,35,0,3,0,0,5,10
5354,2013,5358008,110,1,0,0,3,8,4,9,13,11,14,11,17,14,18,10,7,16,17,6,9,1,1,3,3,1,0,0,0,0,0,0,6,6,3,1,0,2,3,2,8,17,14,19,17,15,35,26,36,30,27,27,41,33,31,39,17,25,0,1,7,7,2,0,0,0,0,0,0,13,25,4,9,0,323,532,122,46,51,112,70,161,55,145,9,17,0,0,16,51
5355,2013,5358012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,1,0,1,3,3,1,4,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,24,0,2,0,3,0,11,1,6,0,0,0,0,2,2
5356,2013,5358016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,2,3,4,2,6,9,2,2,3,0,0,3,0,0,0,0,0,0,0,0,1,2,3,2,0,4,52,0,0,1,5,0,14,3,22,0,3,0,0,0,8
5357,2013,5358020,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,0,5,5,5,2,5,4,8,2,5,6,7,4,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,0,6,72,0,4,3,13,2,24,1,24,0,1,0,0,0,6
